,entrez_id,AveExpr,logFC,lfcSE,stat,P.Value,adj.P.Val,GeneLength,MGI.symbol,Human.EntrezID,HGNC.symbol
140,14811,2750.61920823332,6.08294703912048,0.267272393992359,22.759354036745,1.15941274248123e-114,1.58549692534308e-112,4512,Grin2a,2903,GRIN2A
141,100861970,1187.48921015719,4.4638361525347,0.196527528851461,22.7135413477292,3.29214277516243e-114,4.47007612982161e-112,721,NA,NA,NA
142,104175,2734.03137426943,6.65216693795547,0.293037088985617,22.7007678822594,4.40239220851689e-114,5.93547879098985e-112,4092,Sbk1,388228,SBK1
143,68274,3981.68894342845,4.3436815407686,0.191557912487703,22.6755527054903,7.80950165365554e-114,1.04554481929535e-111,2401,Toporsl,NA,NA
144,100312956,778.599232578141,-6.61252214387624,0.29176956001007,-22.6635093244409,1.02665204990722e-113,1.36494815940789e-111,1329,Pate3,100169851,PATE3
145,100189605,1040.05697631828,-5.04092273722571,0.222812300560147,-22.6240774165201,2.51161436516019e-113,3.31619703593047e-111,878,Mup19,NA,NA
146,18613,7439.51009914748,3.47714970951416,0.153863240834722,22.5989631483798,4.43666906857638e-113,5.81781022725307e-111,3305,Pecam1,5175,PECAM1
147,12406,821.090624495182,-4.27622205137603,0.189226234664168,-22.5984629402225,4.48720491363325e-113,5.84405020894616e-111,2444,Serpinh1,871,SERPINH1
148,100861719,634.08579096478,-5.37734006870339,0.237980020120885,-22.5957627281984,4.77009404288558e-113,6.17050340885436e-111,549,NA,NA,NA
149,94191,11310.7119509654,7.25263418433409,0.321017409998201,22.5926506116124,5.11828299712683e-113,6.576478387919e-111,5456,Adarb2,105,ADARB2
150,14457,4419.57973214757,-6.40069135472163,0.283903335593792,-22.5453193120624,1.49263401514684e-112,1.90509854799908e-110,7072,Gas7,8522,GAS7
151,100316756,1041.10481790944,7.48451247878183,0.332049280616038,22.5403664928775,1.66931244171889e-112,2.11648918521246e-110,98,Mir1955,NA,NA
152,259021,2388.29907571125,6.60734656542098,0.29347375343325,22.5142674195695,3.00869959622217e-112,3.78957590589957e-110,939,Olfr1054,219473,OR8K3
153,27052,1463.85585010546,4.99225427919184,0.221937663423143,22.4939480852048,4.75727884350281e-112,5.95281721953342e-110,2915,Aoah,313,AOAH
154,100039334,2024.30732302623,-3.57437395318393,0.159788955111843,-22.3693430542936,7.82809869851339e-111,9.7317499729246e-109,1682,NA,NA,NA
155,14050,1559.33718678491,4.95295891975977,0.221909550789212,22.3197194629289,2.37776859812067e-110,2.93692772974324e-108,5197,Eya3,2140,EYA3
156,69123,2496.49931518505,7.22256384852517,0.324102423127202,22.2848190360197,5.18660766583743e-110,6.36523101041395e-108,1346,Eci3,10455,ECI2
157,67099,3816.04554871777,5.62827225546717,0.252700209414581,22.2725270727157,6.82421981569916e-110,8.32163620201022e-108,2666,Mettl21a,151194,METTL21A
158,71810,1899.64172544358,6.05824058937578,0.272734432418124,22.212965688498,2.57376231833295e-109,3.11865060661293e-107,2822,Ranbp3,8498,RANBP3
159,14464,1177.6026909267,7.46782982135692,0.336306695992522,22.2054152068473,3.04468502808515e-109,3.66606885928869e-107,3302,Gata5,140628,GATA5
160,94094,925.077147936592,-4.82798824159916,0.217430769246221,-22.204714899996,3.09249815122257e-109,3.70036731907226e-107,2583,Trim34a,53840,TRIM34
161,327956,26678.9764223764,5.83633224581584,0.26359123062004,22.1416024808077,1.25687779181637e-108,1.4945916350512e-106,672,Vmo1,284013,VMO1
